LocusID,GOterm,GOdesc,Ontology
Solyc01g017210.1.1,GO:0008137,NADH dehydrogenase (ubiquinone) activity,MF
Solyc01g017220.2.1,GO:0015986,proton motive force-driven ATP synthesis,BP
Solyc01g017240.1.1,GO:0016021,integral component of membrane,CC
Solyc01g017250.1.1,GO:0016021,integral component of membrane,CC
Solyc01g017300.2.1,GO:0009522,photosystem I,CC
Solyc01g017320.1.1,GO:0009522,photosystem I,CC
Solyc01g017330.3.1,GO:0009522,photosystem I,CC
Solyc01g017370.2.1,GO:0003677,DNA binding,MF
Solyc01g017380.1.1,GO:0003677,DNA binding,MF
Solyc01g017390.1.1,GO:0003677,DNA binding,MF
Solyc01g017410.3.1,GO:0005524,ATP binding,MF
Solyc01g017420.1.1,GO:0003677,DNA binding,MF
Solyc01g017430.1.1,GO:0009055,electron transfer activity,MF
Solyc01g017440.1.1,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,MF
Solyc01g017450.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g017470.3.1,GO:0003677,DNA binding,MF
Solyc01g017480.1.1,GO:0016021,integral component of membrane,CC
Solyc01g017530.1.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g017610.1.1,GO:0016846,carbon-sulfur lyase activity,MF
Solyc01g017690.1.1,GO:0043531,ADP binding,MF
Solyc01g017740.3.1,GO:0009055,electron transfer activity,MF
Solyc01g020170.2.1,GO:0046983,protein dimerization activity,MF
Solyc01g020190.2.1,GO:0008270,zinc ion binding,MF
Solyc01g020401.2.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g020470.3.1,GO:0008137,NADH dehydrogenase (ubiquinone) activity,MF
Solyc01g020510.1.1,GO:0005524,ATP binding,MF
Solyc01g020520.4.1,GO:0004222,metalloendopeptidase activity,MF
Solyc01g021730.2.1,GO:0003677,DNA binding,MF
Solyc01g022740.3.1,GO:0005515,protein binding,MF
Solyc01g033995.1.1,GO:0004499,"N,N-dimethylaniline monooxygenase activity",MF
Solyc01g034020.3.1,GO:0016787,hydrolase activity,MF
Solyc01g161750.1.1,GO:0000723,telomere maintenance,BP
Solyc01g034080.1.1,GO:0016020,membrane,CC
Solyc01g028930.4.1,GO:0003677,DNA binding,MF
Solyc01g028870.3.1,GO:0003723,RNA binding,MF
Solyc01g028860.3.1,GO:0003723,RNA binding,MF
Solyc01g028830.3.1,GO:0004672,protein kinase activity,MF
Solyc01g028810.3.1,GO:0005524,ATP binding,MF
Solyc01g028800.3.1,GO:0003723,RNA binding,MF
Solyc01g028803.1.1,GO:0005506,iron ion binding,MF
Solyc01g044370.3.1,GO:0003824,catalytic activity,MF
Solyc01g047580.1.1,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,BP
Solyc01g049650.4.1,GO:0000287,magnesium ion binding,MF
Solyc01g049830.2.1,GO:0003777,microtubule motor activity,MF
Solyc01g049840.1.1,GO:0003777,microtubule motor activity,MF
Solyc01g049910.4.1,GO:0004222,metalloendopeptidase activity,MF
Solyc01g050010.3.1,GO:0046983,protein dimerization activity,MF
Solyc01g055160.1.1,GO:0005515,protein binding,MF
Solyc01g055200.1.1,GO:0003723,RNA binding,MF
Solyc01g056310.3.1,GO:0005507,copper ion binding,MF
Solyc01g056420.1.1,GO:0003676,nucleic acid binding,MF
Solyc01g056450.3.1,GO:0004356,glutamate-ammonia ligase activity,MF
Solyc01g056460.1.1,GO:0005524,ATP binding,MF
Solyc01g056470.1.1,GO:0009521,photosystem,CC
Solyc01g056520.3.1,GO:0006886,intracellular protein transport,BP
Solyc01g056530.2.1,GO:0055085,transmembrane transport,BP
Solyc01g056580.4.1,GO:0016491,oxidoreductase activity,MF
Solyc01g056690.4.1,GO:0003824,catalytic activity,MF
Solyc01g056720.4.1,GO:0015267,channel activity,MF
Solyc01g056780.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g056790.3.1,GO:0006486,protein glycosylation,BP
Solyc01g056800.1.1,GO:0006486,protein glycosylation,BP
Solyc01g056810.4.1,GO:0016020,membrane,CC
Solyc01g056850.3.1,GO:0003883,CTP synthase activity,MF
Solyc01g057080.1.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc03g095390.2.1,GO:0006508,proteolysis,BP
Solyc01g057220.3.1,GO:0030599,pectinesterase activity,MF
Solyc01g057270.4.1,GO:0003677,DNA binding,MF
Solyc01g057300.2.1,GO:0046983,protein dimerization activity,MF
Solyc01g057320.3.1,GO:0003777,microtubule motor activity,MF
Solyc01g057330.1.1,GO:0055085,transmembrane transport,BP
Solyc01g057430.3.1,GO:0003989,acetyl-CoA carboxylase activity,MF
Solyc01g057525.2.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g160290.1.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g160460.1.1,GO:0004857,enzyme inhibitor activity,MF
Solyc01g160470.1.1,GO:0004857,enzyme inhibitor activity,MF
Solyc01g160480.1.1,GO:0004857,enzyme inhibitor activity,MF
Solyc01g160500.1.1,GO:0004857,enzyme inhibitor activity,MF
Solyc01g057700.1.1,GO:0005509,calcium ion binding,MF
Solyc01g057710.2.1,GO:0000723,telomere maintenance,BP
Solyc02g055510.2.1,GO:0000723,telomere maintenance,BP
Solyc01g057745.2.1,GO:0003677,DNA binding,MF
Solyc01g057760.4.1,GO:0003676,nucleic acid binding,MF
Solyc01g057770.3.1,GO:0006820,monoatomic anion transport,BP
Solyc01g160510.1.1,GO:0004857,enzyme inhibitor activity,MF
Solyc01g057830.3.1,GO:0003676,nucleic acid binding,MF
Solyc01g057840.3.1,GO:0003676,nucleic acid binding,MF
Solyc01g057900.3.1,GO:0004842,ubiquitin-protein transferase activity,MF
Solyc01g058010.3.1,GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity,MF
Solyc01g058020.4.1,GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity,MF
Solyc01g058030.2.1,GO:0016491,oxidoreductase activity,MF
Solyc01g058140.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g058190.4.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g058250.2.1,GO:0016491,oxidoreductase activity,MF
Solyc01g058260.4.1,GO:0004652,polynucleotide adenylyltransferase activity,MF
Solyc01g058360.1.1,GO:0016021,integral component of membrane,CC
Solyc01g150138.1.1,GO:0000723,telomere maintenance,BP
Solyc01g058380.1.1,GO:0006886,intracellular protein transport,BP
Solyc01g058390.3.1,GO:0005534,galactose binding,MF
Solyc01g058450.3.1,GO:0005515,protein binding,MF
Solyc01g058520.5.1,GO:0004601,peroxidase activity,MF
Solyc01g058530.4.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g058540.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc01g058590.1.1,GO:0005515,protein binding,MF
Solyc01g058720.4.1,GO:0005509,calcium ion binding,MF
Solyc01g059760.4.1,GO:0006508,proteolysis,BP
Solyc01g059830.3.1,GO:0003824,catalytic activity,MF
Solyc01g059840.3.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc01g059860.3.1,GO:0004672,protein kinase activity,MF
Solyc01g059870.4.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc01g059880.3.1,GO:0003824,catalytic activity,MF
Solyc01g059940.2.1,GO:0004857,enzyme inhibitor activity,MF
Solyc01g059965.1.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g060010.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g060015.1.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g060020.4.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g060040.3.1,GO:0005515,protein binding,MF
Solyc01g060050.3.1,GO:0005515,protein binding,MF
Solyc01g060130.3.1,GO:0005525,GTP binding,MF
Solyc01g060180.4.1,GO:0003824,catalytic activity,MF
Solyc01g060200.3.1,GO:0003676,nucleic acid binding,MF
Solyc01g060210.4.1,GO:0031047,RNA-mediated gene silencing,BP
Solyc01g060280.4.1,GO:0005515,protein binding,MF
Solyc01g060310.3.1,GO:0003677,DNA binding,MF
Solyc01g150140.2.1,GO:0003677,DNA binding,MF
Solyc01g060355.2.1,GO:0003677,DNA binding,MF
Solyc01g060460.2.1,GO:0005524,ATP binding,MF
Solyc01g060470.3.1,GO:0005515,protein binding,MF
Solyc01g065530.3.1,GO:0010215,cellulose microfibril organization,BP
Solyc01g065540.3.1,GO:0000160,phosphorelay signal transduction system,BP
Solyc01g065580.4.1,GO:0003723,RNA binding,MF
Solyc01g065690.3.1,GO:0030001,metal ion transport,BP
Solyc01g065700.3.1,GO:0003824,catalytic activity,MF
Solyc01g065710.3.1,GO:0003697,single-stranded DNA binding,MF
Solyc01g065720.4.1,GO:0003824,catalytic activity,MF
Solyc01g065770.3.1,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",MF
Solyc01g065810.2.1,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",MF
Solyc01g065840.4.1,GO:0005515,protein binding,MF
Solyc01g065860.2.1,GO:0000723,telomere maintenance,BP
Solyc01g066020.3.1,GO:0043531,ADP binding,MF
Solyc01g066070.3.1,GO:0004650,polygalacturonase activity,MF
Solyc01g066310.4.1,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",MF
Solyc01g066360.3.1,GO:0030599,pectinesterase activity,MF
Solyc01g066420.3.1,GO:0030599,pectinesterase activity,MF
Solyc01g066425.1.1,GO:0030599,pectinesterase activity,MF
Solyc01g066410.1.1,GO:0030599,pectinesterase activity,MF
Solyc01g066480.3.1,GO:0003824,catalytic activity,MF
Solyc01g066500.1.1,GO:0003677,DNA binding,MF
Solyc01g066520.3.1,GO:0016746,acyltransferase activity,MF
Solyc01g066560.3.1,GO:0006855,xenobiotic transmembrane transport,BP
Solyc01g066590.3.1,GO:0007017,microtubule-based process,BP
Solyc01g066614.1.1,GO:0003924,GTPase activity,MF
Solyc01g066620.4.1,GO:0003824,catalytic activity,MF
Solyc01g066690.3.1,GO:0003924,GTPase activity,MF
Solyc01g066730.4.1,GO:0003677,DNA binding,MF
Solyc01g066740.3.1,GO:0005515,protein binding,MF
Solyc01g066820.4.1,GO:0003777,microtubule motor activity,MF
Solyc01g066830.3.1,GO:0006508,proteolysis,BP
Solyc01g066840.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g066850.4.1,GO:0016020,membrane,CC
Solyc01g066870.3.1,GO:0003824,catalytic activity,MF
Solyc01g066880.3.1,GO:0030001,metal ion transport,BP
Solyc01g066940.3.1,GO:0016021,integral component of membrane,CC
Solyc01g067020.4.1,GO:0004672,protein kinase activity,MF
Solyc01g067030.2.1,GO:0005515,protein binding,MF
Solyc01g067100.4.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g067120.4.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g067140.2.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g067150.1.1,GO:0043531,ADP binding,MF
Solyc01g067200.1.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g067210.5.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g067270.4.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Solyc01g067280.3.1,GO:0005515,protein binding,MF
Solyc01g067320.1.1,GO:0004672,protein kinase activity,MF
Solyc01g067340.3.1,GO:0046983,protein dimerization activity,MF
Solyc01g067350.4.1,GO:0016758,hexosyltransferase activity,MF
Solyc01g067360.3.1,GO:0008270,zinc ion binding,MF
Solyc01g067380.4.1,GO:0006629,lipid metabolic process,BP
Solyc01g067390.4.1,GO:0031491,nucleosome binding,MF
Solyc01g067400.3.1,GO:0004672,protein kinase activity,MF
Solyc01g067410.3.1,GO:0030599,pectinesterase activity,MF
Solyc01g067420.4.1,GO:0030599,pectinesterase activity,MF
Solyc01g067440.4.1,GO:0009055,electron transfer activity,MF
Solyc01g067460.4.1,GO:0009055,electron transfer activity,MF
Solyc01g067480.4.1,GO:0005515,protein binding,MF
Solyc01g067500.3.1,GO:0005509,calcium ion binding,MF
Solyc01g067510.3.1,GO:0004672,protein kinase activity,MF
Solyc01g067520.3.1,GO:0016020,membrane,CC
Solyc01g067530.3.1,GO:0005525,GTP binding,MF
Solyc01g067550.3.1,GO:0046872,metal ion binding,MF
Solyc01g067600.3.1,GO:0008270,zinc ion binding,MF
Solyc01g067620.3.1,GO:0016491,oxidoreductase activity,MF
Solyc01g067640.3.1,GO:0004672,protein kinase activity,MF
Solyc01g067660.3.1,GO:0000272,polysaccharide catabolic process,BP
Solyc01g067680.3.1,GO:0005515,protein binding,MF
Solyc01g067710.3.1,GO:0006812,monoatomic cation transport,BP
Solyc01g067740.3.1,GO:0006801,superoxide metabolic process,BP
Solyc01g067750.3.1,GO:0003855,3-dehydroquinate dehydratase activity,MF
Solyc01g067760.1.1,GO:0009522,photosystem I,CC
Solyc01g067800.3.1,GO:0008270,zinc ion binding,MF
Solyc01g067830.3.1,GO:0008270,zinc ion binding,MF
Solyc01g067850.2.1,GO:0004601,peroxidase activity,MF
Solyc01g067860.3.1,GO:0004601,peroxidase activity,MF
Solyc01g067870.3.1,GO:0004601,peroxidase activity,MF
Solyc01g067880.3.1,GO:0004601,peroxidase activity,MF
Solyc01g067890.4.1,GO:0008661,1-deoxy-D-xylulose-5-phosphate synthase activity,MF
Solyc01g067920.1.1,GO:0008270,zinc ion binding,MF
Solyc01g067930.5.1,GO:0016021,integral component of membrane,CC
Solyc01g067965.1.1,GO:0003677,DNA binding,MF
Solyc01g068000.4.1,GO:0003824,catalytic activity,MF
Solyc01g068050.3.1,GO:0008033,tRNA processing,BP
Solyc01g068080.4.1,GO:0003824,catalytic activity,MF
Solyc01g068120.5.1,GO:0030599,pectinesterase activity,MF
Solyc01g068140.5.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Solyc01g068210.3.1,GO:0006520,amino acid metabolic process,BP
Solyc01g068240.3.1,GO:0016579,protein deubiquitination,BP
Solyc01g068250.2.1,GO:0005515,protein binding,MF
Solyc01g068270.3.1,GO:0004672,protein kinase activity,MF
Solyc01g068280.3.1,GO:0005524,ATP binding,MF
Solyc01g068293.1.1,GO:0005524,ATP binding,MF
Solyc01g068300.3.1,GO:0005524,ATP binding,MF
Solyc01g068320.3.1,GO:0005524,ATP binding,MF
Solyc01g068330.4.1,GO:0005524,ATP binding,MF
Solyc01g068340.3.1,GO:0003677,DNA binding,MF
Solyc01g068370.4.1,GO:0005515,protein binding,MF
Solyc01g068380.3.1,GO:0016787,hydrolase activity,MF
Solyc01g068400.3.1,GO:0007021,tubulin complex assembly,BP
Solyc01g068410.5.1,GO:0016021,integral component of membrane,CC
Solyc01g068460.4.1,GO:0005516,calmodulin binding,MF
Solyc01g068530.3.1,GO:0003735,structural constituent of ribosome,MF
Solyc01g068550.3.1,GO:0008171,O-methyltransferase activity,MF
Solyc01g079090.4.1,GO:0016491,oxidoreductase activity,MF
Solyc01g079110.5.1,GO:0000786,nucleosome,CC
Solyc01g079130.2.1,GO:0004650,polygalacturonase activity,MF
Solyc01g079150.4.1,GO:0006820,monoatomic anion transport,BP
Solyc01g079160.5.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc01g079170.3.1,GO:0016757,glycosyltransferase activity,MF
Solyc01g079180.4.1,GO:0030599,pectinesterase activity,MF
Solyc01g079220.4.1,GO:0005506,iron ion binding,MF
Solyc01g079240.3.1,GO:0003824,catalytic activity,MF
Solyc01g079250.3.1,GO:0004386,helicase activity,MF
Solyc01g079310.3.1,GO:0020037,heme binding,MF
Solyc01g079330.3.1,GO:0003676,nucleic acid binding,MF
Solyc01g079340.3.1,GO:0004672,protein kinase activity,MF
Solyc01g079350.3.1,GO:0031011,Ino80 complex,CC
Solyc01g079360.4.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc01g079450.3.1,GO:0006508,proteolysis,BP
Solyc01g079480.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc01g079510.3.1,GO:0005515,protein binding,MF
Solyc01g079560.3.1,GO:0003677,DNA binding,MF
Solyc01g079570.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g079600.4.1,GO:0006629,lipid metabolic process,BP
Solyc01g079650.3.1,GO:0003883,CTP synthase activity,MF
Solyc01g079680.3.1,GO:0005515,protein binding,MF
Solyc01g079720.3.1,GO:0003824,catalytic activity,MF
Solyc01g079750.3.1,GO:0004672,protein kinase activity,MF
Solyc01g079770.2.1,GO:0016021,integral component of membrane,CC
Solyc01g079790.5.1,GO:0009058,biosynthetic process,BP
Solyc01g079810.4.1,GO:0008270,zinc ion binding,MF
Solyc01g079820.3.1,GO:0016491,oxidoreductase activity,MF
Solyc01g079840.3.1,GO:0008641,ubiquitin-like modifier activating enzyme activity,MF
Solyc01g079860.3.1,GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity,MF
Solyc01g079890.3.1,GO:0015267,channel activity,MF
Solyc01g080040.3.1,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,MF
Solyc01g080070.4.1,GO:0030001,metal ion transport,BP
Solyc01g080150.3.1,GO:0008033,tRNA processing,BP
Solyc01g080170.3.1,GO:0003824,catalytic activity,MF
Solyc01g080210.3.1,GO:0055114,oxidoreductase process,MF
Solyc01g080220.3.1,GO:0016787,hydrolase activity,MF
Solyc01g080230.3.1,GO:0016787,hydrolase activity,MF
Solyc01g080240.4.1,GO:0004672,protein kinase activity,MF
Solyc01g080250.3.1,GO:0005515,protein binding,MF
Solyc01g080280.3.1,GO:0004356,glutamate-ammonia ligase activity,MF
Solyc01g080380.5.1,GO:0004014,adenosylmethionine decarboxylase activity,MF
Solyc01g080400.3.1,GO:0003824,catalytic activity,MF
Solyc01g080410.3.1,GO:0033743,peptide-methionine (R)-S-oxide reductase activity,MF
Solyc01g080460.3.1,GO:0016310,phosphorylation,BP
Solyc01g080470.3.1,GO:0003723,RNA binding,MF
Solyc01g080520.3.1,GO:0004672,protein kinase activity,MF
Solyc01g080530.3.1,GO:0016491,oxidoreductase activity,MF
Solyc01g080540.3.1,GO:0000160,phosphorelay signal transduction system,BP
Solyc01g080620.3.1,GO:0005515,protein binding,MF
Solyc01g080640.3.1,GO:0005524,ATP binding,MF
Solyc01g080660.3.1,GO:0003676,nucleic acid binding,MF
Solyc01g080670.3.1,GO:0003677,DNA binding,MF
Solyc01g080680.4.1,GO:0016021,integral component of membrane,CC
Solyc01g080690.3.1,GO:0005515,protein binding,MF
Solyc01g080770.3.1,GO:0004672,protein kinase activity,MF
Solyc01g080780.2.1,GO:0005525,GTP binding,MF
Solyc01g080785.1.1,GO:0003677,DNA binding,MF
Solyc01g080810.3.1,GO:0000166,nucleotide binding,MF
Solyc01g080840.3.1,GO:0005524,ATP binding,MF
Solyc01g080850.4.1,GO:0006886,intracellular protein transport,BP
Solyc01g080860.3.1,GO:0016021,integral component of membrane,CC
Solyc01g080870.3.1,GO:0016020,membrane,CC
Solyc01g080880.4.1,GO:0004672,protein kinase activity,MF
Solyc01g080900.5.1,GO:0005506,iron ion binding,MF
Solyc01g080930.4.1,GO:0003860,3-hydroxyisobutyryl-CoA hydrolase activity,MF
Solyc01g080950.3.1,GO:0009793,embryo development ending in seed dormancy,BP
Solyc01g080970.3.1,GO:0008168,methyltransferase activity,MF
Solyc01g080990.3.1,GO:0008168,methyltransferase activity,MF
Solyc01g081000.3.1,GO:0003824,catalytic activity,MF
Solyc01g081010.4.1,GO:0005525,GTP binding,MF
Solyc01g081020.1.1,GO:0008270,zinc ion binding,MF
Solyc01g081030.4.1,GO:0003714,transcription corepressor activity,MF
Solyc01g081050.4.1,GO:0003824,catalytic activity,MF
Solyc01g081070.3.1,GO:0006886,intracellular protein transport,BP
Solyc01g081090.2.1,GO:0046983,protein dimerization activity,MF
Solyc01g081125.1.1,GO:0006952,defense response,BP
Solyc01g081140.1.1,GO:0005515,protein binding,MF
Solyc01g081150.3.1,GO:0006351,DNA-templated transcription,BP
Solyc01g081160.4.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g081170.3.1,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Solyc01g081250.3.1,GO:0005515,protein binding,MF
Solyc01g081260.2.1,GO:0005515,protein binding,MF
Solyc01g081270.2.1,GO:0005515,protein binding,MF
Solyc01g081290.4.1,GO:0004672,protein kinase activity,MF
Solyc01g081310.3.1,GO:0005515,protein binding,MF
Solyc01g081330.3.1,GO:0031072,heat shock protein binding,MF
Solyc01g081380.5.1,GO:0051011,microtubule minus-end binding,MF
Solyc01g081400.3.1,GO:0003677,DNA binding,MF
Solyc01g081470.5.1,GO:0008168,methyltransferase activity,MF
Solyc01g081480.3.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Solyc01g081490.3.1,GO:0003700,DNA-binding transcription factor activity,MF
Solyc01g081510.5.1,GO:0050661,NADP binding,MF
Solyc01g081520.3.1,GO:0070569,uridylyltransferase activity,MF
Solyc01g081530.3.1,GO:0005509,calcium ion binding,MF
Solyc01g081540.4.1,GO:0005515,protein binding,MF
